record_key,grid_cell_id,event_date,rainfall_present,meteorology_present,ndvi_exact_date_match,ndvi_same_cell_match,ndvi_matches_same_cell,in_final_model
657600861,cell_0125,,True,True,False,False,0,False
958752205,cell_0126,,True,True,False,True,2,False
6431686408,cell_0289,,True,True,False,True,1,False
2249871804,cell_0223,,True,True,False,True,3,False
4112181621,cell_0141,2023-05-05,True,True,True,True,3,False
3995401804,cell_0033,,True,True,False,True,1,False
4458439894,cell_0165,2023-11-25,True,True,False,False,0,False
6162782062,cell_0109,,True,True,False,False,0,True
4903768712,cell_0175,2024-06-05,True,True,True,True,1,False
3356269658,cell_0143,,True,True,False,False,0,False
3030714769,cell_0301,,False,True,False,False,0,False
1986738959,cell_0278,,True,True,False,True,2,False
4416307337,cell_0137,,True,True,False,True,1,False
3819425172,cell_0041,,True,True,False,False,0,False
865162334,cell_0020,,True,True,False,True,1,False
657645184,cell_0125,,True,True,False,False,0,False
1986779663,cell_0278,,True,True,False,True,2,False
2366589721,cell_0142,,True,True,False,False,0,False
3819425175,cell_0041,,True,True,False,False,0,False
3818326658,cell_0193,,True,True,False,False,0,False
3819425165,cell_0041,,True,True,False,False,0,False
3306584219,cell_0200,,True,True,False,False,0,False
3306568590,cell_0182,,True,True,False,True,2,False
2669556626,cell_0160,,True,True,False,True,2,False
1668880348,cell_0283,2017-09-15,True,True,False,False,0,False
4111979654,cell_0141,2023-05-05,True,True,True,True,3,False
818513200,cell_0265,,True,True,False,True,1,False
958752802,cell_0126,,True,True,False,True,2,False
2697658003,cell_0203,,True,True,False,True,2,False
4903835699,cell_0297,,True,True,False,True,2,False
4028689042,cell_0279,2023-01-06,True,True,True,True,1,False
6441992609,cell_0142,,True,True,False,False,0,False
818380902,cell_0158,,True,True,False,False,0,False
1883745976,cell_0016,,True,True,False,False,0,False
