Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13Q1_061_Line_Y_250m,MOD13Q1_061_Sample_X_250m,MOD13Q1_061__250m_16_days_NDVI,MOD13Q1_061__250m_16_days_VI_Quality,MOD13Q1_061__250m_16_days_VI_Quality_bitmask,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND_Description,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness_Description,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow_Description
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2000-07-27,h21v09,25.0,2151.0,0.691,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2000-08-12,h21v09,25.0,2151.0,0.6256,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2000-08-28,h21v09,25.0,2151.0,0.5612,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2000-09-13,h21v09,25.0,2151.0,0.569,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2000-09-29,h21v09,25.0,2151.0,0.6852,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2000-10-15,h21v09,25.0,2151.0,0.6597,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2000-10-31,h21v09,25.0,2151.0,0.7508,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2000-11-16,h21v09,25.0,2151.0,0.7216,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2000-12-02,h21v09,25.0,2151.0,0.8233,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2000-12-18,h21v09,25.0,2151.0,0.7504,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-01-01,h21v09,25.0,2151.0,0.7383,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-01-17,h21v09,25.0,2151.0,0.7412,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-02-02,h21v09,25.0,2151.0,0.727,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-02-18,h21v09,25.0,2151.0,0.7335,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-03-06,h21v09,25.0,2151.0,0.611,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-03-22,h21v09,25.0,2151.0,0.6817,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-04-07,h21v09,25.0,2151.0,0.7134,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-04-23,h21v09,25.0,2151.0,0.7742,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-05-09,h21v09,25.0,2151.0,0.7514,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-05-25,h21v09,25.0,2151.0,0.7632,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-06-10,h21v09,25.0,2151.0,0.5926,2518.0,0b0000100111010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-06-26,h21v09,25.0,2151.0,0.7364,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-07-12,h21v09,25.0,2151.0,0.7364,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-07-28,h21v09,25.0,2151.0,0.734,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-08-13,h21v09,25.0,2151.0,0.7132,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-08-29,h21v09,25.0,2151.0,0.7207,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-09-14,h21v09,25.0,2151.0,0.6978,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-09-30,h21v09,25.0,2151.0,0.6856,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-10-16,h21v09,25.0,2151.0,0.6578,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-11-01,h21v09,25.0,2151.0,0.7058,3486.0,0b0000110110011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b10,Average,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-11-17,h21v09,25.0,2151.0,0.7437,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-12-03,h21v09,25.0,2151.0,0.7274,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2001-12-19,h21v09,25.0,2151.0,0.6723,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-01-01,h21v09,25.0,2151.0,0.6953,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-01-17,h21v09,25.0,2151.0,0.6889,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-02-02,h21v09,25.0,2151.0,0.6351,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-02-18,h21v09,25.0,2151.0,0.6268,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-03-06,h21v09,25.0,2151.0,0.6797,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-03-22,h21v09,25.0,2151.0,0.7267,35221.0,0b1000100110010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-04-07,h21v09,25.0,2151.0,0.7719,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-04-23,h21v09,25.0,2151.0,0.7947,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-05-09,h21v09,25.0,2151.0,0.8022,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-05-25,h21v09,25.0,2151.0,0.7914,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-06-10,h21v09,25.0,2151.0,0.7428,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-06-26,h21v09,25.0,2151.0,0.6584,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-07-12,h21v09,25.0,2151.0,0.6646,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-07-28,h21v09,25.0,2151.0,0.6478,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-08-13,h21v09,25.0,2151.0,0.6711,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-08-29,h21v09,25.0,2151.0,0.7069,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-09-14,h21v09,25.0,2151.0,0.6856,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-09-30,h21v09,25.0,2151.0,0.6955,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-10-16,h21v09,25.0,2151.0,0.7206,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-11-01,h21v09,25.0,2151.0,0.7439,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-11-17,h21v09,25.0,2151.0,0.7677,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-12-03,h21v09,25.0,2151.0,0.7577,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2002-12-19,h21v09,25.0,2151.0,0.7637,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-01-01,h21v09,25.0,2151.0,0.7637,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-01-17,h21v09,25.0,2151.0,0.7496,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-02-02,h21v09,25.0,2151.0,0.6806,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-02-18,h21v09,25.0,2151.0,0.6306,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-03-06,h21v09,25.0,2151.0,0.6017,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-03-22,h21v09,25.0,2151.0,0.632,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-04-07,h21v09,25.0,2151.0,0.7638,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-04-23,h21v09,25.0,2151.0,0.7267,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-05-09,h21v09,25.0,2151.0,0.7679,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-05-25,h21v09,25.0,2151.0,0.8082,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-06-10,h21v09,25.0,2151.0,0.8007,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-06-26,h21v09,25.0,2151.0,0.7715,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-07-12,h21v09,25.0,2151.0,0.7465,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-07-28,h21v09,25.0,2151.0,0.7198,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
QueleaGuard pseudo-absence grid cell,cell_0006,-0.053098,34.481677,2003-08-13,h21v09,25.0,2151.0,0.7192,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
